tokens,ner_tags
"['Find', 'the', 'minimum', 'tool', 'wear', 'and', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'maximum', 'temperature', 'and', 'tool', 'wear', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Calculate', 'the', 'latest', 'temperature', 'and', 'tool', 'wear', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Show', 'the', 'average', 'rotation', 'speed', 'and', 'fault', 'detection', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'latest', 'tool', 'wear', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'latest', 'tool', 'wear', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'average', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'maximum', 'summary', 'and', 'fault', 'detection', 'and', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'maximum', 'fault', 'detection', 'and', 'torque', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'air', 'pressure', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'torque', 'and', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'tool', 'wear', 'and', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'minimum', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'average', 'rotation', 'speed', 'and', 'air', 'pressure', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'latest', 'tool', 'wear', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Show', 'the', 'latest', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'average', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'average', 'air', 'pressure', 'and', 'temperature', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Identify', 'the', 'average', 'temperature', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'latest', 'torque', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'latest', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'average', 'temperature', 'and', 'fault', 'detection', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'maximum', 'air', 'pressure', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'average', 'system', 'load', 'and', 'summary', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'latest', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'maximum', 'fault', 'detection', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'trend', 'fault', 'detection', 'and', 'rotation', 'speed', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'average', 'temperature', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'maximum', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'trend', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'maximum', 'fault', 'detection', 'and', 'power', 'consumption', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'tool', 'wear', 'and', 'temperature', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Measure', 'the', 'average', 'fault', 'detection', 'and', 'air', 'pressure', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'maximum', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'average', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Show', 'the', 'trend', 'system', 'load', 'and', 'temperature', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'trend', 'torque', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'average', 'fault', 'detection', 'and', 'air', 'pressure', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'trend', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Measure', 'the', 'average', 'rotation', 'speed', 'and', 'temperature', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'trend', 'fault', 'detection', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Calculate', 'the', 'latest', 'tool', 'wear', 'and', 'rotation', 'speed', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'maximum', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'minimum', 'fault', 'detection', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Identify', 'the', 'average', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'trend', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'latest', 'power', 'consumption', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Calculate', 'the', 'average', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'maximum', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'summary', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'maximum', 'rotation', 'speed', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Calculate', 'the', 'average', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'trend', 'fault', 'detection', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'power', 'consumption', 'and', 'system', 'load', 'and', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'latest', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'maximum', 'system', 'load', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Measure', 'the', 'average', 'temperature', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'maximum', 'power', 'consumption', 'and', 'system', 'load', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Calculate', 'the', 'maximum', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'trend', 'air', 'pressure', 'and', 'fault', 'detection', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'trend', 'rotation', 'speed', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'torque', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'minimum', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'air', 'pressure', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'maximum', 'torque', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'maximum', 'rotation', 'speed', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'trend', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Find', 'the', 'trend', 'system', 'load', 'and', 'temperature', 'and', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'minimum', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'trend', 'power', 'consumption', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'average', 'power', 'consumption', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Measure', 'the', 'average', 'torque', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'trend', 'power', 'consumption', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'average', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Find', 'the', 'latest', 'rotation', 'speed', 'and', 'summary', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'latest', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'average', 'tool', 'wear', 'and', 'power', 'consumption', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'temperature', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'fault', 'detection', 'and', 'system', 'load', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Calculate', 'the', 'average', 'system', 'load', 'and', 'summary', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Show', 'the', 'average', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'maximum', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'trend', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Calculate', 'the', 'average', 'rotation', 'speed', 'and', 'tool', 'wear', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'minimum', 'power', 'consumption', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Determine', 'the', 'latest', 'temperature', 'and', 'power', 'consumption', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'minimum', 'rotation', 'speed', 'and', 'air', 'pressure', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Show', 'the', 'trend', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'latest', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Show', 'the', 'maximum', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'latest', 'rotation', 'speed', 'and', 'system', 'load', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'trend', 'power', 'consumption', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'latest', 'temperature', 'and', 'air', 'pressure', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'trend', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'latest', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'maximum', 'torque', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'minimum', 'air', 'pressure', 'and', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'average', 'power', 'consumption', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'minimum', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'latest', 'power', 'consumption', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'trend', 'power', 'consumption', 'and', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'maximum', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'latest', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'trend', 'air', 'pressure', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'latest', 'temperature', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'latest', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Identify', 'the', 'trend', 'temperature', 'and', 'power', 'consumption', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'maximum', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Measure', 'the', 'trend', 'torque', 'and', 'summary', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'latest', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'average', 'summary', 'and', 'air', 'pressure', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'latest', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'latest', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Find', 'the', 'latest', 'power', 'consumption', 'and', 'tool', 'wear', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'minimum', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'fault', 'detection', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'minimum', 'tool', 'wear', 'and', 'power', 'consumption', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'maximum', 'temperature', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'maximum', 'temperature', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'trend', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'trend', 'power', 'consumption', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Show', 'the', 'average', 'torque', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'summary', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'average', 'air', 'pressure', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Identify', 'the', 'maximum', 'fault', 'detection', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Show', 'the', 'latest', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'minimum', 'air', 'pressure', 'and', 'fault', 'detection', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'temperature', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'temperature', 'and', 'rotation', 'speed', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'latest', 'temperature', 'and', 'power', 'consumption', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'latest', 'power', 'consumption', 'and', 'temperature', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Identify', 'the', 'latest', 'power', 'consumption', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Identify', 'the', 'trend', 'summary', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Calculate', 'the', 'average', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'average', 'power', 'consumption', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'maximum', 'power', 'consumption', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Show', 'the', 'minimum', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'latest', 'summary', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'trend', 'rotation', 'speed', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'latest', 'system', 'load', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'maximum', 'rotation', 'speed', 'and', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
