tokens,ner_tags
"['Show', 'the', 'minimum', 'power', 'consumption', 'and', 'temperature', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Show', 'the', 'trend', 'air', 'pressure', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'trend', 'rotation', 'speed', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'average', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'average', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'trend', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'trend', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'latest', 'temperature', 'and', 'power', 'consumption', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'trend', 'air', 'pressure', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'minimum', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'system', 'load', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'maximum', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'minimum', 'torque', 'and', 'tool', 'wear', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'average', 'fault', 'detection', 'and', 'system', 'load', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'trend', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'minimum', 'fault', 'detection', 'and', 'system', 'load', 'and', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'average', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O']"
"['Measure', 'the', 'maximum', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'average', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'rotation', 'speed', 'and', 'fault', 'detection', 'and', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'average', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'average', 'fault', 'detection', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-SUMMARY', 'O']"
"['Determine', 'the', 'trend', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'trend', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'minimum', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'minimum', 'torque', 'and', 'temperature', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'minimum', 'temperature', 'and', 'system', 'load', 'and', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'minimum', 'summary', 'and', 'temperature', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'minimum', 'power', 'consumption', 'and', 'rotation', 'speed', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'average', 'rotation', 'speed', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'torque', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'maximum', 'summary', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'latest', 'temperature', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'average', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'trend', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O']"
"['Show', 'the', 'minimum', 'air', 'pressure', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'fault', 'detection', 'and', 'summary', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-SUMMARY', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'latest', 'torque', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'trend', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'trend', 'temperature', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'average', 'air', 'pressure', 'and', 'temperature', 'and', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'minimum', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'average', 'system', 'load', 'and', 'tool', 'wear', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Show', 'the', 'latest', 'torque', 'and', 'fault', 'detection', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'average', 'fault', 'detection', 'and', 'summary', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-SUMMARY', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'average', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'minimum', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'temperature', 'and', 'fault', 'detection', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'trend', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'minimum', 'air', 'pressure', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'average', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Find', 'the', 'latest', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'average', 'system', 'load', 'and', 'temperature', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'maximum', 'temperature', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'average', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'trend', 'torque', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'average', 'fault', 'detection', 'and', 'temperature', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'latest', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Identify', 'the', 'maximum', 'temperature', 'and', 'system', 'load', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Calculate', 'the', 'latest', 'fault', 'detection', 'and', 'system', 'load', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Show', 'the', 'minimum', 'system', 'load', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'air', 'pressure', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'average', 'power', 'consumption', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'air', 'pressure', 'and', 'system', 'load', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Show', 'the', 'latest', 'power', 'consumption', 'and', 'summary', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-SUMMARY', 'O', 'B-PARAM', 'O']"
"['Identify', 'the', 'maximum', 'air', 'pressure', 'and', 'fault', 'detection', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'minimum', 'air', 'pressure', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-SUMMARY', 'O']"
"['Measure', 'the', 'maximum', 'fault', 'detection', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'average', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'latest', 'temperature', 'and', 'power', 'consumption', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'average', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'maximum', 'fault', 'detection', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-SUMMARY', 'O']"
"['Show', 'the', 'maximum', 'power', 'consumption', 'and', 'air', 'pressure', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'minimum', 'torque', 'and', 'power', 'consumption', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'minimum', 'fault', 'detection', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'maximum', 'rotation', 'speed', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'average', 'rotation', 'speed', 'and', 'summary', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-SUMMARY', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'latest', 'power', 'consumption', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'minimum', 'summary', 'and', 'power', 'consumption', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'minimum', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O']"
"['Calculate', 'the', 'average', 'summary', 'and', 'tool', 'wear', 'and', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'maximum', 'summary', 'and', 'fault', 'detection', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'minimum', 'summary', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'minimum', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O']"
"['Measure', 'the', 'minimum', 'tool', 'wear', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'minimum', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O']"
"['Determine', 'the', 'latest', 'rotation', 'speed', 'and', 'tool', 'wear', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'average', 'tool', 'wear', 'and', 'power', 'consumption', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Measure', 'the', 'maximum', 'system', 'load', 'and', 'summary', 'and', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-SUMMARY', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'maximum', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'trend', 'fault', 'detection', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'minimum', 'summary', 'and', 'rotation', 'speed', 'and', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'trend', 'rotation', 'speed', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'latest', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Calculate', 'the', 'average', 'summary', 'and', 'temperature', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'trend', 'tool', 'wear', 'and', 'power', 'consumption', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'latest', 'fault', 'detection', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'average', 'torque', 'and', 'rotation', 'speed', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'minimum', 'temperature', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'maximum', 'tool', 'wear', 'and', 'air', 'pressure', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-SUMMARY', 'O']"
"['Measure', 'the', 'average', 'temperature', 'and', 'tool', 'wear', 'and', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'latest', 'system', 'load', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Calculate', 'the', 'trend', 'tool', 'wear', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'average', 'system', 'load', 'and', 'rotation', 'speed', 'and', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'trend', 'temperature', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'O']"
"['Show', 'the', 'minimum', 'summary', 'and', 'power', 'consumption', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Identify', 'the', 'average', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'average', 'fault', 'detection', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Calculate', 'the', 'average', 'air', 'pressure', 'and', 'fault', 'detection', 'and', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'average', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Show', 'the', 'trend', 'temperature', 'and', 'system', 'load', 'and', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Find', 'the', 'maximum', 'summary', 'and', 'torque', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'latest', 'rotation', 'speed', 'and', 'system', 'load', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Calculate', 'the', 'average', 'tool', 'wear', 'and', 'rotation', 'speed', 'and', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'maximum', 'fault', 'detection', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Show', 'the', 'latest', 'air', 'pressure', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'minimum', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'average', 'air', 'pressure', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'temperature', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'latest', 'rotation', 'speed', 'and', 'system', 'load', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Identify', 'the', 'latest', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O']"
"['Measure', 'the', 'trend', 'summary', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-SUMMARY', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'average', 'temperature', 'and', 'air', 'pressure', 'and', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Find', 'the', 'maximum', 'system', 'load', 'and', 'summary', 'and', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-SUMMARY', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'average', 'air', 'pressure', 'and', 'system', 'load', 'and', 'fault', 'detection', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'latest', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Identify', 'the', 'latest', 'torque', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O']"
"['Identify', 'the', 'maximum', 'tool', 'wear', 'and', 'rotation', 'speed', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'maximum', 'power', 'consumption', 'and', 'air', 'pressure', 'and', 'tool', 'wear', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'torque', 'and', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Calculate', 'the', 'latest', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
"['Determine', 'the', 'latest', 'temperature', 'and', 'system', 'load', 'and', 'power', 'consumption', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O']"
"['Measure', 'the', 'trend', 'air', 'pressure', 'and', 'temperature', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'O']"
"['Determine', 'the', 'minimum', 'rotation', 'speed', 'and', 'tool', 'wear', 'and', 'summary', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O', 'B-PARAM', 'I-PARAM', 'O', 'B-SUMMARY', 'O']"
"['Determine', 'the', 'average', 'air', 'pressure', '.']","['O', 'O', 'B-FUNC', 'B-PARAM', 'I-PARAM', 'O']"
